customer_id,customer_segment,region
CUST_00404,Consumer,West
CUST_00405,SMB,Central
CUST_00406,Consumer,Central
CUST_00407,SMB,South
CUST_00408,Enterprise,North
CUST_00409,Consumer,Central
CUST_00410,Enterprise,East
CUST_00411,SMB,North
CUST_00412,Consumer,North
CUST_00413,Consumer,Central
CUST_00414,Consumer,East
CUST_00415,Consumer,South
CUST_00416,SMB,Central
CUST_00417,SMB,East
CUST_00418,SMB,North
CUST_00419,Consumer,East
CUST_00420,Consumer,North
CUST_00421,Consumer,Central
CUST_00422,Consumer,Central
CUST_00423,Enterprise,West
CUST_00424,SMB,West
CUST_00425,Enterprise,West
CUST_00426,SMB,Central
CUST_00427,SMB,South
CUST_00428,Consumer,Central
CUST_00429,SMB,East
CUST_00430,Enterprise,Central
CUST_00431,Enterprise,Central
CUST_00432,Consumer,North
CUST_00433,Consumer,North
CUST_00434,Enterprise,North
CUST_00435,Enterprise,Central
CUST_00436,Consumer,South
CUST_00437,Enterprise,East
CUST_00438,Consumer,East
CUST_00439,Consumer,South
CUST_00440,Enterprise,South
CUST_00441,Enterprise,East
CUST_00442,Consumer,West
CUST_00443,SMB,North
CUST_00444,SMB,North
CUST_00445,Consumer,East
CUST_00446,Consumer,South
CUST_00447,Consumer,West
CUST_00448,Consumer,East
CUST_00449,SMB,North
CUST_00450,Enterprise,Central
CUST_00451,Consumer,South
CUST_00452,Consumer,Central
CUST_00453,SMB,East
CUST_00454,Consumer,North
CUST_00455,Enterprise,West
CUST_00456,SMB,Central
CUST_00457,Enterprise,West
CUST_00458,SMB,North
CUST_00459,Enterprise,Central
CUST_00460,Enterprise,West
CUST_00461,Enterprise,West
CUST_00462,Consumer,Central
CUST_00463,Consumer,North
CUST_00464,Consumer,West
CUST_00465,Consumer,East
CUST_00466,SMB,Central
CUST_00467,SMB,South
CUST_00468,Consumer,South
CUST_00469,SMB,North
CUST_00470,Consumer,East
CUST_00471,Enterprise,West
CUST_00472,Consumer,South
CUST_00473,Enterprise,North
CUST_00474,Consumer,East
CUST_00475,SMB,East
CUST_00476,Consumer,North
CUST_00477,Enterprise,North
CUST_00478,Consumer,West
CUST_00479,Consumer,North
CUST_00480,SMB,West
CUST_00481,Consumer,West
CUST_00482,Consumer,Central
CUST_00483,SMB,East
CUST_00484,Consumer,East
CUST_00485,Consumer,East
CUST_00486,Consumer,Central
CUST_00487,Enterprise,West
CUST_00488,SMB,West
CUST_00489,Consumer,North
CUST_00490,Consumer,Central
CUST_00491,SMB,North
CUST_00492,Consumer,Central
CUST_00493,SMB,North
CUST_00494,Enterprise,South
CUST_00495,SMB,East
CUST_00496,SMB,East
CUST_00497,Consumer,West
CUST_00498,Enterprise,South
CUST_00499,Consumer,East
CUST_00500,Consumer,West
CUST_00501,Consumer,South
CUST_00502,SMB,East
CUST_00503,SMB,North
CUST_00504,Consumer,Central
CUST_00505,Consumer,South
CUST_00506,Enterprise,West
CUST_00507,Consumer,South
CUST_00508,Consumer,West
CUST_00509,Consumer,South
CUST_00510,Consumer,West
CUST_00511,Consumer,East
CUST_00512,SMB,North
CUST_00513,Consumer,East
CUST_00514,Consumer,North
CUST_00515,Enterprise,East
CUST_00516,Enterprise,East
CUST_00517,SMB,South
CUST_00518,Consumer,Central
CUST_00519,Consumer,West
CUST_00520,Enterprise,West
CUST_00521,Consumer,West
CUST_00522,SMB,North
CUST_00523,Consumer,West
CUST_00524,Consumer,West
CUST_00525,Consumer,South
CUST_00526,SMB,East
CUST_00527,SMB,West
CUST_00528,SMB,Central
CUST_00529,Enterprise,West
CUST_00530,Consumer,North
CUST_00531,Consumer,North
CUST_00532,Consumer,North
CUST_00533,Consumer,West
CUST_00534,Consumer,South
CUST_00535,Consumer,Central
CUST_00536,Consumer,West
CUST_00537,Consumer,South
CUST_00538,SMB,South
CUST_00539,SMB,West
CUST_00540,Enterprise,West
CUST_00541,Consumer,South
CUST_00542,Consumer,South
CUST_00543,SMB,South
CUST_00544,Consumer,West
CUST_00545,Consumer,South
CUST_00546,SMB,North
CUST_00547,Enterprise,West
CUST_00548,Consumer,North
CUST_00549,SMB,East
CUST_00550,Consumer,West
CUST_00551,SMB,East
CUST_00552,Consumer,South
CUST_00553,Consumer,South
CUST_00554,Consumer,Central
CUST_00555,Consumer,South
CUST_00556,SMB,East
CUST_00557,Enterprise,South
CUST_00558,Enterprise,West
CUST_00559,Consumer,South
CUST_00560,Consumer,Central
CUST_00561,Consumer,South
CUST_00562,SMB,East
CUST_00563,Enterprise,East
CUST_00564,Enterprise,South
CUST_00565,SMB,East
CUST_00566,Consumer,East
CUST_00567,SMB,Central
CUST_00568,SMB,West
CUST_00569,Consumer,Central
CUST_00570,SMB,North
CUST_00571,SMB,Central
CUST_00572,Consumer,South
CUST_00573,SMB,West
CUST_00574,Consumer,South
CUST_00575,Consumer,North
CUST_00576,Consumer,West
CUST_00577,Enterprise,East
CUST_00578,Consumer,Central
CUST_00579,SMB,South
CUST_00580,SMB,North
CUST_00581,SMB,East
CUST_00582,Consumer,Central
CUST_00583,SMB,East
CUST_00584,SMB,Central
CUST_00585,Consumer,West
CUST_00586,SMB,East
CUST_00587,Enterprise,East
CUST_00588,Enterprise,East
CUST_00589,Enterprise,West
CUST_00590,Enterprise,North
CUST_00591,Enterprise,Central
CUST_00592,Consumer,East
CUST_00593,Enterprise,West
CUST_00594,SMB,North
CUST_00595,Consumer,Central
CUST_00596,SMB,West
CUST_00597,Consumer,Central
CUST_00598,Enterprise,East
CUST_00599,Enterprise,North
CUST_00600,Enterprise,West
CUST_00601,Enterprise,North
CUST_00602,SMB,East
CUST_00603,Enterprise,North
CUST_00604,Enterprise,North
CUST_00605,Enterprise,South
CUST_00606,SMB,North
CUST_00607,SMB,Central
CUST_00608,SMB,West
CUST_00609,SMB,South
CUST_00610,Consumer,West
CUST_00611,Enterprise,West
CUST_00612,Consumer,East
CUST_00613,Consumer,East
CUST_00614,Enterprise,South
CUST_00615,Consumer,East
CUST_00616,Consumer,East
CUST_00617,Enterprise,East
CUST_00618,SMB,West
CUST_00619,Consumer,South
CUST_00620,Consumer,West
CUST_00621,Enterprise,Central
CUST_00622,SMB,West
CUST_00623,SMB,Central
CUST_00624,SMB,North
CUST_00625,Consumer,North
CUST_00626,SMB,Central
CUST_00627,SMB,Central
CUST_00628,Consumer,West
CUST_00629,Enterprise,Central
CUST_00630,SMB,South
CUST_00631,Consumer,North
CUST_00632,Consumer,North
CUST_00633,SMB,Central
CUST_00634,SMB,East
CUST_00635,Enterprise,East
CUST_00636,SMB,Central
CUST_00637,SMB,South
CUST_00638,SMB,East
CUST_00639,SMB,Central
CUST_00640,SMB,South
CUST_00641,Enterprise,South
CUST_00642,SMB,West
CUST_00643,SMB,South
CUST_00644,SMB,East
CUST_00645,Enterprise,East
CUST_00646,Consumer,Central
CUST_00647,Consumer,Central
CUST_00648,Consumer,South
CUST_00649,Consumer,North
CUST_00650,SMB,West
CUST_00651,Enterprise,North
CUST_00652,SMB,South
CUST_00653,Consumer,South
CUST_00654,Consumer,North
CUST_00655,SMB,West
CUST_00656,Enterprise,North
CUST_00657,SMB,Central
CUST_00658,SMB,East
CUST_00659,Consumer,Central
CUST_00660,Consumer,East
CUST_00661,SMB,South
CUST_00662,Consumer,West
CUST_00663,Consumer,North
CUST_00664,SMB,West
CUST_00665,Enterprise,North
CUST_00666,Enterprise,Central
CUST_00667,SMB,Central
CUST_00668,Enterprise,North
CUST_00669,Enterprise,West
CUST_00670,SMB,North
CUST_00671,Enterprise,South
CUST_00672,Consumer,Central
CUST_00673,Enterprise,South
CUST_00674,SMB,Central
CUST_00675,SMB,Central
CUST_00676,Consumer,East
CUST_00677,Enterprise,South
CUST_00678,SMB,South
CUST_00679,Consumer,East
CUST_00680,Consumer,West
CUST_00681,Consumer,South
CUST_00682,SMB,North
CUST_00683,Enterprise,East
CUST_00684,Consumer,South
CUST_00685,Consumer,West
CUST_00686,Consumer,South
CUST_00687,Consumer,Central
CUST_00688,SMB,North
CUST_00689,Consumer,East
CUST_00690,Enterprise,Central
CUST_00691,SMB,West
CUST_00692,SMB,Central
CUST_00693,SMB,Central
CUST_00694,SMB,West
CUST_00695,Enterprise,Central
CUST_00696,Consumer,East
CUST_00697,SMB,South
CUST_00698,Consumer,Central
CUST_00699,Enterprise,East
CUST_00700,SMB,South
CUST_00701,SMB,South
CUST_00702,Enterprise,Central
CUST_00703,SMB,East
CUST_00704,Enterprise,Central
CUST_00705,Enterprise,West
CUST_00706,Consumer,South
CUST_00707,SMB,Central
CUST_00708,Consumer,South
CUST_00709,SMB,East
CUST_00710,Consumer,North
CUST_00711,Consumer,Central
CUST_00712,Consumer,Central
CUST_00713,SMB,South
CUST_00714,SMB,East
CUST_00715,SMB,West
CUST_00716,Consumer,East
CUST_00717,Consumer,Central
CUST_00718,Consumer,West
CUST_00719,Enterprise,East
CUST_00720,Consumer,North
CUST_00721,Consumer,South
CUST_00722,Enterprise,East
CUST_00723,Enterprise,East
CUST_00724,Consumer,North
CUST_00725,Consumer,Central
CUST_00726,Consumer,South
CUST_00727,Enterprise,East
CUST_00728,Consumer,West
CUST_00729,SMB,East
CUST_00730,Enterprise,South
CUST_00731,Enterprise,East
CUST_00732,Consumer,North
CUST_00733,Consumer,East
CUST_00734,SMB,East
CUST_00735,SMB,West
CUST_00736,Consumer,North
CUST_00737,SMB,North
CUST_00738,Consumer,East
CUST_00739,SMB,West
CUST_00740,SMB,East
CUST_00741,SMB,East
CUST_00742,SMB,South
CUST_00743,Consumer,South
CUST_00744,SMB,West
CUST_00745,SMB,Central
CUST_00746,Consumer,South
CUST_00747,SMB,Central
CUST_00748,SMB,North
CUST_00749,Consumer,South
CUST_00750,Consumer,South
CUST_00751,Enterprise,West
CUST_00752,Consumer,Central
CUST_00753,Consumer,South
CUST_00754,SMB,South
CUST_00755,Enterprise,West
CUST_00756,Consumer,West
CUST_00757,Consumer,Central
CUST_00758,SMB,North
CUST_00759,Consumer,North
CUST_00760,Consumer,East
CUST_00761,Enterprise,South
CUST_00762,SMB,Central
CUST_00763,SMB,South
CUST_00764,Consumer,Central
CUST_00765,Enterprise,Central
CUST_00766,Consumer,Central
CUST_00767,Consumer,South
CUST_00768,Consumer,West
CUST_00769,SMB,South
CUST_00770,Consumer,Central
CUST_00771,Enterprise,East
CUST_00772,Consumer,North
CUST_00773,Enterprise,Central
CUST_00774,SMB,East
CUST_00775,Consumer,West
CUST_00776,Enterprise,Central
CUST_00777,SMB,East
CUST_00778,Consumer,Central
CUST_00779,Consumer,South
CUST_00780,Consumer,East
CUST_00781,Consumer,South
CUST_00782,SMB,South
CUST_00783,SMB,East
CUST_00784,SMB,North
CUST_00785,Enterprise,East
CUST_00786,Consumer,North
CUST_00787,Consumer,Central
CUST_00788,SMB,Central
CUST_00789,SMB,East
CUST_00790,Consumer,Central
CUST_00791,Enterprise,West
CUST_00792,Consumer,South
CUST_00793,SMB,South
CUST_00794,Consumer,North
CUST_00795,Enterprise,Central
CUST_00796,Consumer,North
CUST_00797,Consumer,South
CUST_00798,Consumer,South
CUST_00799,Consumer,Central
CUST_00800,Consumer,West
CUST_00801,Consumer,West
CUST_00802,Enterprise,Central
CUST_00803,Consumer,Central
CUST_00804,Consumer,North
CUST_00805,SMB,Central
CUST_00806,Consumer,West
CUST_00807,Consumer,Central
CUST_00808,Consumer,North
CUST_00809,SMB,North
CUST_00810,Enterprise,North
CUST_00811,Consumer,North
CUST_00812,Consumer,East
CUST_00813,Enterprise,Central
CUST_00814,Consumer,South
CUST_00815,Consumer,Central
CUST_00816,SMB,East
CUST_00817,Consumer,North
CUST_00818,SMB,East
CUST_00819,Enterprise,West
CUST_00820,SMB,West
CUST_00821,Consumer,Central
CUST_00822,Enterprise,Central
CUST_00823,SMB,South
CUST_00824,SMB,South
CUST_00825,SMB,West
CUST_00826,Consumer,North
CUST_00827,SMB,East
CUST_00828,SMB,South
CUST_00829,Consumer,South
CUST_00830,SMB,North
CUST_00831,SMB,North
CUST_00832,SMB,Central
CUST_00833,Enterprise,East
CUST_00834,Enterprise,North
CUST_00835,SMB,South
CUST_00836,SMB,South
CUST_00837,Consumer,West
CUST_00838,SMB,North
CUST_00839,Consumer,Central
CUST_00840,Consumer,East
CUST_00841,Enterprise,Central
CUST_00842,Consumer,South
CUST_00843,Enterprise,Central
CUST_00844,Consumer,South
CUST_00845,Enterprise,South
CUST_00846,SMB,South
CUST_00847,Enterprise,South
CUST_00848,Consumer,South
CUST_00849,SMB,West
CUST_00850,Consumer,Central
CUST_00851,Enterprise,West
CUST_00852,Consumer,West
CUST_00853,SMB,North
CUST_00854,Consumer,North
CUST_00855,SMB,North
CUST_00856,Enterprise,East
CUST_00857,Enterprise,North
CUST_00858,SMB,Central
CUST_00859,Consumer,West
CUST_00860,Enterprise,Central
CUST_00861,Consumer,North
CUST_00862,SMB,East
CUST_00863,SMB,East
CUST_00864,SMB,West
CUST_00865,SMB,Central
CUST_00866,Consumer,South
CUST_00867,Enterprise,Central
CUST_00868,Enterprise,North
CUST_00869,Consumer,South
CUST_00870,Consumer,East
CUST_00871,SMB,West
CUST_00872,SMB,West
CUST_00873,Consumer,East
CUST_00874,SMB,North
CUST_00875,Enterprise,East
CUST_00876,Enterprise,North
CUST_00877,Consumer,South
CUST_00878,Consumer,East
CUST_00879,Enterprise,North
CUST_00880,SMB,South
CUST_00881,SMB,East
CUST_00882,Consumer,West
CUST_00883,Enterprise,East
CUST_00884,Enterprise,Central
CUST_00885,Consumer,East
CUST_00886,Enterprise,Central
CUST_00887,Consumer,South
CUST_00888,SMB,East
CUST_00889,Enterprise,South
CUST_00890,SMB,South
CUST_00891,Consumer,North
CUST_00892,Consumer,South
CUST_00893,Consumer,South
CUST_00894,SMB,East
CUST_00895,Consumer,East
CUST_00896,SMB,West
CUST_00897,SMB,North
CUST_00898,Consumer,South
CUST_00899,Enterprise,North
CUST_00900,Enterprise,Central
CUST_00901,SMB,South
CUST_00902,Enterprise,North
CUST_00903,Enterprise,West
CUST_00904,Consumer,West
CUST_00905,SMB,South
CUST_00906,Consumer,Central
CUST_00907,Consumer,West
CUST_00908,SMB,West
CUST_00909,SMB,Central
CUST_00910,SMB,North
CUST_00911,Consumer,West
CUST_00912,SMB,East
CUST_00913,Consumer,West
CUST_00914,SMB,North
CUST_00915,Consumer,North
CUST_00916,SMB,South
CUST_00917,SMB,East
CUST_00918,Consumer,North
CUST_00919,Consumer,Central
CUST_00920,Enterprise,East
CUST_00921,Consumer,East
CUST_00922,SMB,Central
CUST_00923,Consumer,West
CUST_00924,Consumer,Central
CUST_00925,SMB,Central
CUST_00926,Enterprise,West
CUST_00927,SMB,West
CUST_00928,SMB,West
CUST_00929,Consumer,West
CUST_00930,SMB,West
CUST_00931,Enterprise,Central
CUST_00932,Consumer,South
CUST_00933,Consumer,South
CUST_00934,SMB,North
CUST_00935,Enterprise,South
CUST_00936,SMB,South
CUST_00937,Enterprise,Central
CUST_00938,Consumer,West
CUST_00939,Enterprise,West
CUST_00940,Consumer,Central
CUST_00941,SMB,South
CUST_00942,Consumer,Central
CUST_00943,Consumer,North
CUST_00944,Consumer,West
CUST_00945,SMB,East
CUST_00946,Enterprise,North
CUST_00947,Enterprise,North
CUST_00948,Consumer,Central
CUST_00949,Consumer,South
CUST_00950,Consumer,West
CUST_00951,Consumer,East
CUST_00952,Consumer,North
CUST_00953,Enterprise,East
CUST_00954,Consumer,South
CUST_00955,SMB,South
CUST_00956,SMB,East
CUST_00957,SMB,West
CUST_00958,Enterprise,South
CUST_00959,Enterprise,East
CUST_00960,Consumer,North
CUST_00961,Enterprise,East
CUST_00962,Consumer,East
CUST_00963,SMB,Central
CUST_00964,SMB,South
CUST_00965,SMB,West
CUST_00966,SMB,West
CUST_00967,Consumer,Central
CUST_00968,SMB,West
CUST_00969,Consumer,East
CUST_00970,SMB,Central
CUST_00971,Consumer,North
CUST_00972,Consumer,South
CUST_00973,Consumer,South
CUST_00974,SMB,South
CUST_00975,Enterprise,East
CUST_00976,SMB,North
CUST_00977,Consumer,Central
CUST_00978,Enterprise,Central
CUST_00979,SMB,South
CUST_00980,Consumer,North
CUST_00981,SMB,North
CUST_00982,Consumer,North
CUST_00983,Enterprise,West
CUST_00984,Enterprise,West
CUST_00985,Consumer,South
CUST_00986,SMB,North
CUST_00987,Consumer,North
CUST_00988,SMB,Central
CUST_00989,SMB,Central
CUST_00990,Consumer,South
